Title,Price,Area,Location,type
"Cho thuê 85m2 văn phòng tầng 2 toà nhà Sài Gòn Building MT Trường Sa, Phú Nhuận","400,69 nghìn/m²",85 m²,"Phú Nhuận, Hồ Chí Minh",cho-thue-van-phong
"Cho thuê sàn văn phòng trống tại quận 1 diện tích 100m2, 230m2, 400m2 - liên hệ 0909 826 ***",375 nghìn/m²,100 m²,"Quận 1, Hồ Chí Minh",cho-thue-van-phong
"Văn phòng cho thuê Quận 1, 120m2, 75m2, 60m2, 150m2 hỗ trợ kinh doanh năm 2023",42 triệu/tháng,120 m²,"Quận 1, Hồ Chí Minh",cho-thue-van-phong
"Mặt phố Yên Lãng, Đống Đa tòa nhà cực mới view kính đẹp và giá rẻ nhất khu",6 triệu/tháng,40 m²,"Đống Đa, Hà Nội",cho-thue-van-phong
"Cho thuê văn phòng mặt đường Sài Đồng, đủ bàn ghế, điều hoà, trọn gói dịch vụ, giá chỉ từ 6 triệu",6 triệu/tháng,20 m²,"Long Biên, Hà Nội",cho-thue-van-phong
"Nhượng sàn văn phòng 35 Lê Văn Lương Time Tower các DT 110m, 237m2 free nội thất đã có PCCC",280 nghìn/m²,120 m²,"Thanh Xuân, Hà Nội",cho-thue-van-phong
Văn phòng nguyên sàn trống suốt 300m2 gần cầu Rồng tuyến Trần Hưng Đạo - Mizuland,50 triệu/tháng,300 m²,"Sơn Trà, Đà Nẵng",cho-thue-van-phong
"BQL Hồ Gươm Plaza, Hà Đông diện tích trống 78m2, 102m, 150, 320, 450m cho thuê làm văn phòng",23 triệu/tháng,100 m²,"Hà Đông, Hà Nội",cho-thue-van-phong
BQL cho thuê văn phòng sẵn nội thất từ 80 - 150m - 320m - 500m New Skyline Văn Quán - Trần Phú,180 nghìn/m²,150 m²,"Hà Đông, Hà Nội",cho-thue-van-phong
"Tòa nhà Trung Yên Plaza cho thuê văn phòng dt 120m2, 180m2, 555m2 sẵn nội thất",200 nghìn/m²,120 m²,"Cầu Giấy, Hà Nội",cho-thue-van-phong
"Cho thuê văn phòng sẵn nội thất toà Star City Lê Văn Lương dt 120m2, 240m2, 510m",28 triệu/tháng,120 m²,"Thanh Xuân, Hà Nội",cho-thue-van-phong
"Cho thuê mặt bằng 290m2 giá 58tr/tháng tại Nguyễn Xiển - Thanh Xuân. Sẵn thảm, view đẹp",58 triệu/tháng,290 m²,"Thanh Xuân, Hà Nội",cho-thue-van-phong
Cho thuê mặt bằng 1300m2 tại tòa King Palace mặt đường Nguyễn Trãi - Thanh Xuân. Giá siêu rẻ,Giá thỏa thuận,1.300 m²,"Thanh Xuân, Hà Nội",cho-thue-van-phong
"Báo giá top 6+ văn phòng 50m-100m2 siêu đẹp, cực tiện nghi tại khu vực Cẩm Lệ - Mizuland",175 nghìn/m²,80 m²,"Cẩm Lệ, Đà Nẵng",cho-thue-van-phong
Hot - chính chủ cho thuê mặt bằng 30m2 - Thảo Điền - chỉ 8tr,8 triệu/tháng,30 m²,"Quận 2, Hồ Chí Minh",cho-thue-van-phong
BQL CMC Tower 11 Duy Tân cho thuê sàn VP 250m2 - 350m2 - 450m2 - 1000m2. Hotline 0945 589 ***,Giá thỏa thuận,220 m²,"Cầu Giấy, Hà Nội",cho-thue-van-phong
